TEN,NP,NOC,HHT,LNGI,ELEP,VEH,HINCP,RNTP,PUMA,COST_BURDALL,RMSP
Rented,5,0.0,Married couple household,1.0,140.0,2.0,99600.0,530.0,Charlotte City (Northwest),0.0,5
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,120.0,2.0,523000.0,2000.0,Charlotte City (Southwest),0.0,4
Rented,4,2.0,Married couple household,1.0,180.0,2.0,70000.0,1200.0,Charlotte City (Southwest),0.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,200.0,1.0,66400.0,900.0,Charlotte City (Northwest),0.0,5
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,100.0,0.0,37400.0,750.0,Charlotte City (Central),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,26200.0,800.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,100.0,1.0,9360.0,1300.0,Charlotte City (Northwest),1.0,5
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,80.0,1.0,69000.0,1100.0,Charlotte City (Central),0.0,5
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,70.0,2.0,84000.0,1500.0,Charlotte City (South),0.0,5
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,70.0,1.0,13000.0,790.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,2600.0,600.0,Charlotte City (South),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,55000.0,1500.0,Charlotte City (Northeast),1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,120.0,2.0,26000.0,1200.0,Charlotte City (Southwest),1.0,5
Rented,6,3.0,Married couple household,2.0,150.0,2.0,27400.0,500.0,Charlotte City (Northwest),1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,57000.0,920.0,Mecklenburg County (South)--Matthews Town (South),0.0,4
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,120.0,0.0,50000.0,730.0,Charlotte City (Southwest),0.0,5
Rented,4,1.0,Married couple household,1.0,200.0,2.0,91150.0,1200.0,Charlotte City (Northwest),0.0,6
Rented,2,0.0,Married couple household,1.0,100.0,2.0,112900.0,920.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,2
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,60.0,2.0,128000.0,1900.0,Charlotte City (Central),0.0,3
Rented,4,2.0,Married couple household,1.0,190.0,2.0,123640.0,1500.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,7
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,120.0,2.0,52000.0,810.0,Charlotte City (Central),0.0,3
Rented,3,2.0,"Other family household: Female householder, no spouse present",2.0,200.0,1.0,15000.0,500.0,Charlotte City (Northeast),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,130.0,1.0,220000.0,1800.0,Charlotte City (Southwest),0.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,0.0,1200.0,Charlotte City (Northeast),1.0,2
Rented,2,0.0,Married couple household,1.0,90.0,2.0,47500.0,1300.0,Charlotte City (South),1.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,413000.0,1900.0,Charlotte City (Central),0.0,6
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,80.0,2.0,110200.0,1900.0,Mecklenburg County (South)--Matthews Town (South),0.0,8
Rented,4,3.0,"Other family household: Female householder, no spouse present",1.0,130.0,1.0,39000.0,490.0,Charlotte City (Central),0.0,5
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,60.0,2.0,140000.0,1400.0,Charlotte City (Southwest),0.0,5
Rented,2,1.0,"Other family household: Male householder, no spouse present",1.0,190.0,1.0,40000.0,830.0,Charlotte City (Northeast),1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,2.0,50.0,1.0,20000.0,850.0,Charlotte City (Southwest),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,0.0,20200.0,740.0,Charlotte City (Northeast),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,40.0,1.0,42000.0,1100.0,Charlotte City (Southwest),1.0,2
Rented,2,0.0,"Other family household: Female householder, no spouse present",2.0,250.0,1.0,25000.0,1200.0,Charlotte City (Central),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,2.0,250.0,2.0,25000.0,1000.0,Charlotte City (Southwest),1.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,2.0,50.0,1.0,10800.0,100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,190.0,1.0,35000.0,1100.0,Mecklenburg County (South)--Matthews Town (South),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,60000.0,1100.0,Charlotte City (South),0.0,2
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,30.0,0.0,13630.0,190.0,Charlotte City (Southwest),0.0,2
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,150.0,1.0,29500.0,730.0,Charlotte City (Southwest),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,0.0,28000.0,1100.0,Charlotte City (Northeast),1.0,6
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,110.0,1.0,41200.0,1000.0,Charlotte City (Northeast),1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,36000.0,850.0,Charlotte City (Southwest),1.0,5
Rented,2,0.0,Married couple household,1.0,160.0,1.0,59400.0,700.0,Mecklenburg County (South)--Matthews Town (South),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,2.0,8000.0,1200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,150.0,1.0,38000.0,1100.0,Charlotte City (Southwest),1.0,1
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,90.0,0.0,24100.0,370.0,Charlotte City (Northwest),0.0,4
Rented,3,0.0,"Other family household: Male householder, no spouse present",1.0,200.0,0.0,0.0,950.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,130.0,1.0,21000.0,1000.0,Charlotte City (Northwest),1.0,5
Rented,6,4.0,Married couple household,1.0,150.0,1.0,87000.0,1600.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,5
Rented,4,1.0,"Other family household: Male householder, no spouse present",1.0,200.0,2.0,85600.0,980.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,7
Rented,3,0.0,Nonfamily household: Male householder: Not living alone,1.0,50.0,3.0,107000.0,1800.0,Charlotte City (Central),0.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,180.0,0.0,29500.0,500.0,Charlotte City (Southwest),1.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,0.0,8600.0,700.0,Charlotte City (Northeast),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,40.0,0.0,190.0,580.0,Charlotte City (Northwest),1.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,80.0,2.0,54000.0,1200.0,Charlotte City (Central),0.0,5
Rented,4,2.0,Married couple household,1.0,200.0,2.0,110000.0,1200.0,Charlotte City (Northeast),0.0,7
Rented,2,0.0,Married couple household,1.0,90.0,1.0,13000.0,2000.0,Charlotte City (Southwest),1.0,3
Rented,4,2.0,Married couple household,1.0,60.0,2.0,150000.0,2100.0,Mecklenburg County (South)--Matthews Town (South),0.0,8
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,70.0,1.0,38370.0,600.0,Charlotte City (Northwest),0.0,4
Rented,4,3.0,"Other family household: Female householder, no spouse present",1.0,80.0,1.0,22000.0,750.0,Charlotte City (Southwest),1.0,4
Rented,2,0.0,Married couple household,1.0,40.0,1.0,73000.0,1000.0,Charlotte City (Central),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,50000.0,1200.0,Charlotte City (South),1.0,1
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,70.0,1.0,31000.0,700.0,Charlotte City (Southwest),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,24000.0,600.0,Charlotte City (Southwest),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,36400.0,1800.0,Charlotte City (Southwest),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,45000.0,800.0,Charlotte City (Northeast),0.0,3
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,150.0,2.0,92000.0,930.0,Charlotte City (Northeast),0.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,190.0,4.0,0.0,1100.0,Charlotte City (Northeast),1.0,4
Rented,4,2.0,Married couple household,1.0,120.0,1.0,80000.0,1300.0,Charlotte City (South),0.0,3
Rented,2,0.0,Married couple household,1.0,150.0,2.0,63000.0,1400.0,Charlotte City (Northwest),1.0,7
Rented,5,3.0,Married couple household,1.0,80.0,3.0,170000.0,1700.0,Charlotte City (Northeast),0.0,9
Rented,5,4.0,"Other family household: Female householder, no spouse present",1.0,220.0,1.0,8300.0,700.0,Charlotte City (Southwest),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,90.0,1.0,24000.0,780.0,Charlotte City (Central),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,1.0,48000.0,2800.0,Charlotte City (Southwest),1.0,4
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,70.0,1.0,55000.0,1200.0,Mecklenburg County (South)--Matthews Town (South),0.0,3
Rented,2,0.0,Married couple household,1.0,70.0,0.0,34590.0,1200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,0.0,24000.0,690.0,Charlotte City (Central),1.0,3
Rented,5,2.0,"Other family household: Male householder, no spouse present",2.0,90.0,0.0,29600.0,980.0,Charlotte City (Northeast),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,0.0,9300.0,180.0,Charlotte City (Northwest),1.0,2
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,110.0,2.0,114000.0,1200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,0.0,20000.0,90.0,Charlotte City (Central),0.0,4
Rented,3,1.0,Married couple household,1.0,100.0,2.0,130000.0,1200.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,240.0,1.0,11700.0,400.0,Charlotte City (Northwest),1.0,7
Rented,4,2.0,Married couple household,1.0,300.0,2.0,51000.0,1500.0,Mecklenburg County (South)--Matthews Town (South),1.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,50000.0,1000.0,Charlotte City (Central),0.0,4
Rented,4,1.0,"Other family household: Female householder, no spouse present",1.0,70.0,0.0,11500.0,900.0,Mecklenburg County (South)--Matthews Town (South),1.0,5
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,100.0,2.0,42000.0,980.0,Charlotte City (Northwest),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,30000.0,500.0,Charlotte City (Northwest),1.0,4
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,240.0,3.0,121000.0,1900.0,Charlotte City (South),0.0,8
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,110.0,2.0,49000.0,850.0,Charlotte City (Northwest),0.0,5
Rented,2,0.0,Married couple household,1.0,130.0,1.0,45400.0,1300.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,9
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,26300.0,1000.0,Charlotte City (Central),1.0,2
Rented,4,1.0,Married couple household,1.0,150.0,2.0,44400.0,900.0,Charlotte City (Southwest),0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,61600.0,1500.0,Charlotte City (Southwest),1.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,110.0,2.0,80000.0,1500.0,Charlotte City (Northeast),0.0,5
Rented,5,1.0,"Other family household: Female householder, no spouse present",1.0,220.0,3.0,33200.0,640.0,Charlotte City (Central),1.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,140.0,1.0,36500.0,1100.0,Mecklenburg County (South)--Matthews Town (South),1.0,2
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,120.0,2.0,13200.0,620.0,Charlotte City (Southwest),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,23300.0,710.0,Charlotte City (Northeast),1.0,3
Rented,6,2.0,"Other family household: Male householder, no spouse present",2.0,280.0,2.0,42000.0,1300.0,Charlotte City (Southwest),1.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,53000.0,1300.0,Charlotte City (Central),1.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,140.0,1.0,110000.0,1300.0,Charlotte City (South),0.0,5
Rented,3,1.0,Married couple household,1.0,170.0,1.0,135000.0,1400.0,Charlotte City (Southwest),0.0,5
Rented,4,3.0,"Other family household: Female householder, no spouse present",2.0,130.0,1.0,18200.0,700.0,Charlotte City (Southwest),1.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,20.0,1.0,40000.0,1500.0,Charlotte City (Southwest),1.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,130.0,2.0,68000.0,1300.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,6
Rented,4,2.0,"Other family household: Female householder, no spouse present",1.0,180.0,1.0,19800.0,750.0,Charlotte City (Central),1.0,5
Rented,2,0.0,Married couple household,1.0,100.0,2.0,71000.0,1400.0,Charlotte City (Southwest),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,40.0,1.0,175000.0,890.0,Mecklenburg County (South)--Matthews Town (South),0.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,30.0,1.0,56000.0,940.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,5
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,260.0,2.0,126800.0,1600.0,Charlotte City (Northwest),0.0,7
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,140.0,3.0,54200.0,1400.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,7
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,130.0,1.0,62300.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,2,0.0,Married couple household,1.0,150.0,1.0,20000.0,750.0,Charlotte City (Northwest),1.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,40.0,1.0,88800.0,930.0,Charlotte City (Central),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,40.0,0.0,57000.0,880.0,Charlotte City (Southwest),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,44000.0,1300.0,Charlotte City (Central),1.0,2
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,80.0,2.0,170000.0,1200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,3
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,240.0,1.0,11700.0,550.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,120.0,0.0,32000.0,690.0,Charlotte City (Northwest),1.0,1
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,30.0,1.0,246000.0,1600.0,Charlotte City (Central),0.0,1
Rented,2,0.0,Married couple household,1.0,90.0,1.0,42000.0,1000.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,150.0,2.0,50000.0,750.0,Charlotte City (South),0.0,7
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,300.0,1.0,10000.0,620.0,Mecklenburg County (South)--Matthews Town (South),1.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,2.0,90.0,0.0,9000.0,500.0,Charlotte City (Northeast),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,1.0,4000.0,990.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,9
Rented,3,0.0,Nonfamily household: Female householder: Not living alone,1.0,50.0,3.0,130500.0,1700.0,Charlotte City (Southwest),0.0,6
Rented,2,0.0,Married couple household,1.0,70.0,2.0,50000.0,970.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,90.0,1.0,17700.0,180.0,Charlotte City (Southwest),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,0.0,42000.0,1200.0,Mecklenburg County (South)--Matthews Town (South),1.0,2
Rented,4,2.0,Married couple household,1.0,100.0,2.0,45000.0,2000.0,Mecklenburg County (South)--Matthews Town (South),1.0,8
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,40.0,1.0,0.0,230.0,Charlotte City (Southwest),1.0,2
Rented,4,2.0,Married couple household,2.0,100.0,2.0,40500.0,1100.0,Mecklenburg County (South)--Matthews Town (South),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,36000.0,1000.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,3
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,60.0,2.0,102000.0,1600.0,Charlotte City (Central),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,73500.0,1200.0,Charlotte City (Central),0.0,1
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,90.0,2.0,110130.0,1100.0,Charlotte City (South),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,24000.0,600.0,Charlotte City (Central),1.0,4
Rented,3,0.0,Married couple household,1.0,150.0,3.0,130000.0,700.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,5
Rented,5,3.0,"Other family household: Female householder, no spouse present",1.0,160.0,2.0,55400.0,840.0,Charlotte City (Northeast),0.0,4
Rented,2,0.0,Married couple household,1.0,130.0,2.0,30000.0,850.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,6
Rented,4,1.0,"Other family household: Male householder, no spouse present",2.0,100.0,1.0,57200.0,660.0,Charlotte City (Northeast),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,40000.0,1000.0,Charlotte City (Central),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,1.0,29000.0,830.0,Charlotte City (Central),1.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,120.0,4.0,60000.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,3
Rented,4,2.0,Married couple household,1.0,260.0,2.0,65600.0,530.0,Charlotte City (Southwest),0.0,5
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,250.0,4.0,127500.0,650.0,Charlotte City (Central),0.0,7
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,50.0,2.0,78400.0,1700.0,Charlotte City (Central),0.0,5
Rented,2,0.0,Married couple household,1.0,40.0,2.0,82000.0,1500.0,Charlotte City (Southwest),0.0,7
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,70.0,0.0,27400.0,610.0,Charlotte City (Northwest),1.0,4
Rented,4,2.0,Married couple household,1.0,80.0,1.0,47300.0,1200.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,5
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,160.0,2.0,14400.0,850.0,Charlotte City (Northwest),1.0,5
Rented,2,0.0,Married couple household,1.0,60.0,2.0,19000.0,800.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,110.0,1.0,4800.0,1200.0,Charlotte City (South),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,120.0,2.0,15000.0,400.0,Charlotte City (Southwest),1.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,90000.0,1100.0,Charlotte City (Southwest),0.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,0.0,41300.0,880.0,Charlotte City (Southwest),0.0,4
Rented,4,3.0,"Other family household: Female householder, no spouse present",1.0,50.0,1.0,11000.0,130.0,Charlotte City (Southwest),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,30.0,1.0,23000.0,970.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,180.0,1.0,20800.0,870.0,Charlotte City (Southwest),1.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,428000.0,1200.0,Charlotte City (Central),0.0,3
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,140.0,2.0,74530.0,1700.0,Charlotte City (Central),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,60000.0,1300.0,Charlotte City (Central),0.0,2
Rented,5,0.0,"Other family household: Female householder, no spouse present",1.0,180.0,4.0,126600.0,1000.0,Charlotte City (Southwest),0.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,56000.0,360.0,Charlotte City (Central),0.0,3
Rented,3,1.0,Married couple household,1.0,100.0,1.0,50000.0,960.0,Mecklenburg County (South)--Matthews Town (South),0.0,5
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,90.0,2.0,43000.0,930.0,Charlotte City (Northwest),1.0,6
Rented,2,0.0,Married couple household,1.0,120.0,0.0,16800.0,900.0,Charlotte City (Northeast),1.0,5
Rented,3,1.0,Married couple household,1.0,80.0,1.0,98000.0,1200.0,Charlotte City (Northeast),0.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,200.0,0.0,10400.0,100.0,Mecklenburg County (South)--Matthews Town (South),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,130.0,1.0,35000.0,800.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,7
Rented,4,2.0,Married couple household,1.0,150.0,1.0,46000.0,950.0,Charlotte City (Southwest),1.0,4
Rented,2,0.0,Married couple household,2.0,100.0,2.0,92000.0,540.0,Charlotte City (Northwest),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,560.0,1.0,52000.0,1300.0,Charlotte City (Northeast),1.0,8
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,120000.0,950.0,Charlotte City (Southwest),0.0,3
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,170.0,1.0,60000.0,1500.0,Charlotte City (Central),1.0,5
Rented,5,2.0,"Other family household: Female householder, no spouse present",2.0,360.0,1.0,9910.0,1000.0,Charlotte City (Southwest),1.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,90.0,1.0,49500.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,24400.0,690.0,Charlotte City (South),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,72000.0,830.0,Charlotte City (South),0.0,3
Rented,5,3.0,Married couple household,1.0,110.0,1.0,56600.0,970.0,Charlotte City (Northeast),0.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,93000.0,1000.0,Charlotte City (Northeast),0.0,3
Rented,2,0.0,Married couple household,1.0,110.0,2.0,81000.0,480.0,Charlotte City (South),0.0,3
Rented,3,0.0,Married couple household,1.0,120.0,3.0,88000.0,900.0,Charlotte City (Central),0.0,4
Rented,2,0.0,Married couple household,1.0,200.0,2.0,23400.0,1300.0,Charlotte City (Central),1.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,1.0,0.0,1000.0,Charlotte City (Northeast),1.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,50.0,2.0,44000.0,750.0,Charlotte City (Central),0.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,60.0,2.0,86000.0,1800.0,Charlotte City (Central),0.0,3
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,70.0,2.0,84000.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,3
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,50.0,1.0,25000.0,580.0,Charlotte City (Northeast),1.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,120.0,1.0,40000.0,530.0,Charlotte City (Northwest),0.0,6
Rented,4,2.0,Married couple household,2.0,90.0,2.0,52000.0,790.0,Charlotte City (Northeast),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,1.0,55000.0,930.0,Charlotte City (Southwest),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,15000.0,440.0,Charlotte City (Central),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,60000.0,1000.0,Charlotte City (Central),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,170.0,1.0,82400.0,2800.0,Charlotte City (South),1.0,8
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,1.0,23700.0,1000.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,4,2.0,"Other family household: Male householder, no spouse present",2.0,180.0,2.0,64500.0,1300.0,Charlotte City (Central),1.0,6
Rented,2,0.0,Married couple household,1.0,90.0,2.0,155140.0,2800.0,Charlotte City (South),0.0,8
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,70.0,2.0,32000.0,1300.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,3
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,100.0,1.0,73000.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,40000.0,820.0,Charlotte City (Northeast),0.0,3
Rented,5,0.0,Married couple household,1.0,220.0,2.0,88100.0,990.0,Charlotte City (Central),0.0,5
